ID,Budget,OriginLang,Popularity,ReleaseDate,Runtime,CatRuntime,IsEnOriginalLang,HasWebPage,HasPoster,HasTagline,ReleaseYear,ReleaseMonth,ReleaseDay,IsReleasedAfterJuly,NumOfCountriesReleased,IsLangUS,IsLangFR,IsLangRU,IsLangES,IsLangJA,NumOfKeywords,IsActor0Female,IsActor1Female,IsActor2Female,Actor0PrevRevenue,Actor1PrevRevenue,Actor2PrevRevenue,NumOfMoviesByDirector,NumOfMoviesByProducer,Genre,NumOfWorkersArt,NumOfWorkersCamera,NumOfWorkersCrew,NumOfWorkersMkup,NumOfWorkersDirecting,NumOfWorkersEditing,NumOfWorkersLiting,NumOfWorkersWriting,NumOfWorkersProd,NumOfWorkersSound,NumOfWorkersVisualEffects,Revenue
449,85000000,en,12.173291,1997-07-25,124,Large,1,0,1,1,1997,7,25,0,2,1,0,1,0,0,18,0,0,1,474171806,263920180,320145693,4,3,Action,12,7,26,7,3,3,6,2,16,13,5,315156409
450,80000000,en,4.9801910000000005,2005-05-15,110,Medium,1,1,1,1,2005,5,15,0,4,1,0,0,0,0,4,1,0,0,102984862,NULL,NULL,6,16,Adventure,3,1,0,2,1,1,0,4,18,1,0,5989640
451,23000000,en,5.950792,2004-01-09,111,Medium,1,0,1,1,2004,1,9,0,2,1,1,0,1,0,11,1,0,0,165335153,320092,NULL,0,5,Comedy,4,1,2,5,2,1,0,2,6,1,2,12
452,0,en,6.402939,2016-01-22,102,Medium,1,1,1,1,2016,1,22,0,1,1,0,0,0,0,6,0,1,1,266728738,6341684,29235353,0,3,Drama,2,1,0,0,1,1,0,1,8,1,0,1787926
453,0,en,1.69425,2014-09-26,116,Medium,1,0,1,0,2014,9,26,1,1,1,1,0,0,0,0,NULL,0,1,NULL,NULL,NULL,0,1,Drama,0,0,0,0,1,0,0,0,0,0,0,1009620
454,5000000,en,6.546551,1992-09-11,93,Short,1,0,1,1,1992,9,11,1,2,1,0,0,0,0,9,0,1,0,NULL,NULL,NULL,0,3,Horror,2,1,1,1,1,2,0,4,6,1,0,12534961
455,0,en,0.656215,1988-09-23,101,Medium,1,0,1,0,1988,9,23,1,1,0,0,0,0,0,0,0,1,0,NULL,112892319,8362969,1,1,Drama,0,0,0,0,1,0,0,0,0,0,0,3790493
456,0,en,9.128571,2007-08-16,84,Short,1,0,1,0,2007,8,16,1,3,1,0,0,0,0,5,1,0,0,NULL,NULL,57891803,1,9,Horror,1,1,0,1,1,0,0,1,4,1,0,4910682
457,1288000,en,8.590813,1940-04-12,130,Large,1,0,1,1,1940,4,12,0,1,1,1,0,0,0,17,0,1,0,NULL,2270000,NULL,0,1,Drama,2,4,7,2,3,2,0,5,1,11,0,6000000
458,250000,en,0.003013,1992-09-11,82,Short,1,0,1,0,1992,9,11,1,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,Drama,0,0,0,0,1,0,0,0,0,0,0,340147
459,18000000,en,6.344961,2016-03-23,94,Medium,1,0,1,1,2016,3,23,0,2,1,0,0,0,0,2,NULL,0,1,NULL,368744044,20275812,1,4,Comedy,2,0,1,1,1,1,0,1,10,1,0,88923251
460,7000000,en,6.950458,1995-08-25,104,Medium,1,0,1,1,1995,8,25,1,1,1,0,0,0,0,21,0,1,0,223664608,NULL,NULL,1,2,Action,1,2,2,1,2,2,0,1,4,5,0,25405445
461,0,nl,1.899468,1986-02-06,124,Large,0,0,1,0,1986,2,6,0,1,0,0,1,0,0,6,0,0,0,NULL,NULL,NULL,0,1,Drama,0,0,0,0,1,0,0,2,2,1,0,203781
462,22000000,en,9.627676,2007-09-28,110,Medium,1,1,1,1,2007,9,28,1,1,1,0,0,0,0,7,0,1,1,165333180,NULL,152036382,1,3,Comedy,0,1,0,0,1,1,0,3,2,1,0,147880543
463,90000000,en,14.374866,1997-07-11,150,Large,1,1,1,1,1997,7,11,0,1,1,0,0,0,0,19,1,0,0,140081992,23450000,252712101,3,2,Drama,25,13,38,19,3,9,4,6,19,20,16,171120329
464,0,en,8.09806,1989-07-31,124,Large,1,0,1,1,1989,7,31,0,1,1,0,0,0,0,2,0,1,1,76657000,NULL,40084041,2,2,Drama,0,1,0,0,1,2,0,2,2,0,0,126297830
465,3000000,en,2.4282790000000003,1990-04-27,100,Medium,1,0,1,0,1990,4,27,0,1,1,0,0,0,0,4,1,0,0,48572000,NULL,7000000,0,2,Comedy,0,0,0,0,1,0,0,1,0,0,0,15369573
466,0,en,10.638289,1987-10-23,121,Large,1,0,1,0,1987,10,23,1,1,1,0,0,0,0,5,1,0,0,840000,87987055,34967437,2,1,Drama,0,1,0,0,1,1,0,1,2,1,0,18782400
467,17000000,en,11.673366,1982-05-28,99,Medium,1,0,1,1,1982,5,28,0,1,1,0,0,0,0,16,0,1,0,200182160,245066411,200182160,2,1,Drama,4,1,3,2,1,2,0,1,4,2,0,270000000
468,16500000,en,6.463883,2007-09-21,108,Medium,1,0,1,1,2007,9,21,1,1,1,0,0,0,0,7,1,1,0,260696994,14567883,NULL,0,3,Comedy,3,1,0,1,1,1,0,1,7,1,0,13620075
469,16000000,en,12.260159,2013-04-03,100,Medium,1,0,1,0,2013,4,3,0,2,1,0,0,0,0,2,1,1,0,550000000,87784194,698491347,0,9,Drama,3,1,0,0,1,2,0,2,7,1,0,318982
470,113,en,9.231318,1986-06-18,113,Medium,1,0,1,1,1986,6,18,0,1,1,0,0,0,0,5,0,0,0,33697647,NULL,300400432,1,2,Adventure,0,0,0,0,1,3,0,1,1,1,0,115103979
471,2000000,en,0.079856,2003-09-12,120,Large,1,0,1,1,2003,9,12,1,0,0,0,0,0,0,0,0,0,NULL,NULL,17768757,NULL,0,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1672730
472,35000000,en,23.947351,2009-06-05,100,Medium,1,1,1,1,2009,6,5,0,2,1,0,0,0,0,12,0,0,0,285176741,173000000,56255142,2,4,Comedy,1,1,0,1,1,1,1,2,12,1,0,459270619
473,19000000,en,8.560694,1991-02-08,99,Medium,1,0,1,1,1991,2,8,0,1,1,1,0,0,0,3,1,0,0,61489265,NULL,NULL,0,1,Drama,5,5,4,5,2,6,0,2,13,12,0,174999005
474,15000000,en,1.652275,2001-10-14,99,Medium,1,0,1,0,2001,10,14,1,2,1,0,0,0,0,2,0,0,0,136159423,29762011,210000000,0,NULL,Drama,0,0,0,0,1,0,0,0,1,0,0,23000
475,25000000,ru,4.037707,2010-03-18,85,Short,0,0,1,0,2010,3,18,0,2,0,0,1,0,0,5,0,0,0,NULL,696681,16810383,0,1,Animation,0,0,0,0,2,0,0,2,0,0,0,6500000
476,0,es,0.36809200000000003,2012-08-03,120,Large,0,1,1,1,2012,8,3,1,1,0,0,0,1,0,0,0,1,1,NULL,NULL,NULL,0,NULL,Horror,0,0,0,0,1,0,0,0,0,0,0,1612100
477,18000000,en,2.471038,1992-03-13,100,Medium,1,0,1,1,1992,3,13,0,1,1,0,0,0,0,3,0,0,0,84431625,61489265,52293982,1,1,Drama,0,0,0,0,1,0,0,1,0,0,0,6375979
478,3200000,en,5.510288,2016-04-05,100,Medium,1,0,1,0,2016,4,5,0,1,1,0,0,0,0,4,1,1,0,170128460,649398328,1023784195,0,NULL,Drama,2,1,0,1,1,1,0,1,0,1,0,4267218
479,20000000,en,6.679167999999999,2006-10-13,92,Short,1,0,1,1,2006,10,13,1,1,1,0,0,0,0,5,0,1,0,12372410,NULL,186438883,0,3,Adventure,7,5,8,8,3,3,0,2,4,12,5,22165608
480,0,en,8.450231,1993-08-13,104,Medium,1,0,1,1,1993,8,13,1,1,1,0,0,0,0,1,0,0,1,36489888,147214049,NULL,1,3,Fantasy,0,1,0,0,1,1,0,1,2,1,0,16589540
481,0,en,0.18271700000000002,1954-02-09,91,Short,1,0,1,1,1954,2,9,0,1,1,0,0,0,0,1,1,0,0,NULL,NULL,NULL,0,1,Other,0,0,0,0,1,0,0,1,0,0,0,1300000
482,10500000,hi,1.9704810000000001,2009-01-16,149,Large,0,1,1,0,2009,1,16,0,1,0,0,0,0,0,2,0,0,1,355962,NULL,NULL,1,1,Adventure,0,1,2,0,1,0,0,2,3,0,0,9400000
483,48000000,en,4.556123,2001-10-19,132,Large,1,0,1,1,2001,10,19,1,1,1,0,0,0,0,11,1,0,0,84565230,250821495,NULL,2,1,Drama,0,1,0,0,1,1,0,1,1,1,0,35743308
484,13500000,en,3.531089,2015-09-18,129,Large,1,1,1,1,2015,9,18,1,1,1,0,0,0,0,1,0,0,0,NULL,NULL,90565421,3,2,Drama,0,1,0,0,2,0,0,1,0,0,0,187674
485,0,en,2.183504,1993-08-06,85,Short,1,0,1,1,1993,8,6,1,1,1,0,0,0,0,4,0,1,0,NULL,2459895,NULL,0,1,Comedy,0,0,0,0,1,0,0,1,0,0,0,3335984
486,25000000,en,5.481452,2010-09-10,122,Large,1,1,1,1,2010,9,10,1,1,1,0,0,0,0,10,1,0,0,44703995,748806957,55447968,3,2,Drama,13,5,8,11,2,9,2,4,5,13,3,15478800
487,60000000,en,7.685548,1998-05-14,170,Large,1,0,1,0,1998,5,14,0,1,1,0,0,0,0,19,0,1,0,128499205,254700832,920100000,0,2,Drama,3,1,0,2,1,3,0,3,7,6,0,186883563
488,4500000,ru,1.8331849999999998,2006-03-16,65,Short,0,1,1,0,2006,3,16,0,1,0,0,1,0,0,4,NULL,0,NULL,NULL,NULL,NULL,0,1,Adventure,0,0,0,0,1,0,0,2,0,0,0,3468423
489,9000000,en,27.756026000000002,2014-07-17,104,Medium,1,0,1,1,2014,7,17,0,2,1,0,0,0,0,18,0,1,0,714766572,31148328,6405245,0,5,Horror,5,8,7,9,2,3,5,2,10,9,4,108782847
490,250000,en,1.9245349999999999,1991-04-05,85,Short,1,0,1,0,1991,4,5,0,1,1,0,0,0,0,10,0,0,0,NULL,NULL,NULL,0,1,Drama,1,0,0,0,1,0,0,2,0,0,0,609524
491,590235,en,8.888392999999999,2009-02-09,92,Short,1,1,1,1,2009,2,9,0,1,1,0,0,0,0,11,1,0,0,129000000,173013509,NULL,0,1,Animation,2,2,1,0,1,1,0,1,7,2,13,1725381
492,35000000,en,5.80986,2007-10-22,92,Short,1,0,1,1,2007,10,22,1,1,1,0,0,0,0,13,0,1,0,186883563,128499205,358372926,2,6,Adventure,3,1,1,1,1,1,0,1,7,1,0,63215872
493,12000000,en,8.435294,2012-11-08,95,Medium,1,1,1,1,2012,11,8,0,2,1,0,0,0,0,14,0,1,0,1725381,400062763,173013509,1,5,Drama,3,5,13,5,2,6,0,1,5,10,1,66351
494,0,en,9.116245,1985-06-20,110,Medium,1,0,1,1,1985,6,20,0,1,1,0,0,0,0,3,0,0,0,33697647,33697647,NULL,0,1,Drama,0,1,0,0,1,1,0,2,3,1,0,37803872
495,2000000,en,2.300459,2009-10-10,97,Medium,1,1,1,1,2009,10,10,1,1,1,0,0,0,0,2,0,1,1,114660784,313542341,180622424,0,4,Drama,0,0,0,0,1,0,0,1,0,0,0,7306
496,25000000,en,10.323838,1997-10-10,99,Medium,1,0,1,1,1997,10,10,1,1,1,0,0,0,0,0,0,0,0,6472990,13130349,NULL,0,2,Action,0,0,0,0,1,0,0,1,0,0,0,11838218
497,2800000,en,12.560941999999999,2017-04-21,80,Short,1,1,1,1,2017,4,21,0,1,1,0,0,0,0,1,NULL,0,1,NULL,NULL,75450437,0,2,Horror,7,6,1,5,4,1,2,2,7,12,6,3600000
498,15000000,en,18.451321,1992-11-05,84,Short,1,0,1,1,1992,11,5,0,1,1,0,0,0,0,7,0,0,0,49797148,NULL,NULL,0,1,Adventure,0,1,0,0,1,1,0,2,3,1,0,44065653
499,0,en,0.91505,2006-09-09,152,Large,1,0,1,1,2006,9,9,1,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,NULL,Doco,0,0,0,0,1,0,0,1,0,0,0,25
500,80000000,en,11.760218,2015-09-21,89,Short,1,0,1,1,2015,9,21,1,1,1,0,0,0,0,17,0,0,1,243637091,91636986,297138014,0,2,Animation,1,0,0,0,1,0,0,3,1,0,3,473226958
501,0,fr,7.872569,1969-09-10,145,Large,0,0,1,1,1969,9,10,1,2,1,1,0,0,0,8,0,0,0,263404,NULL,NULL,0,3,Drama,0,2,0,0,1,1,0,2,1,1,0,741766
502,57000000,en,11.82081,2005-10-06,123,Large,1,0,1,1,2005,10,6,1,1,1,0,0,0,0,8,0,1,1,926287400,262797249,170128460,0,4,Drama,0,1,1,0,1,1,0,1,0,1,0,52034889
503,0,en,8.35399,2015-04-09,104,Medium,1,0,1,0,2015,4,9,0,1,1,0,0,0,0,6,0,1,1,235860116,195745823,243843127,1,3,Drama,5,3,1,7,2,4,2,1,6,5,3,316472
504,25000000,en,4.558992,1995-09-15,128,Large,1,0,1,1,1995,9,15,1,1,1,0,0,0,0,4,0,0,0,116700000,52293982,152022101,0,2,Drama,0,0,0,0,1,0,0,2,0,0,0,13071518
505,0,en,10.460298,1957-05-30,122,Large,1,0,1,1,1957,5,30,0,1,1,0,0,0,0,4,0,0,1,14400000,1300000,NULL,1,1,Other,4,1,0,1,1,1,0,1,4,1,0,11750000
506,10000000,fr,5.3584,2011-11-02,109,Medium,0,1,1,1,2011,11,2,0,1,1,1,0,0,0,8,1,0,0,457363168,230884728,NULL,0,6,Drama,1,0,1,1,1,2,0,2,3,1,0,10759
507,25000000,en,10.510245,2008-10-17,104,Medium,1,1,1,1,2008,10,17,1,1,1,1,0,0,0,4,0,0,0,296000000,330444045,156822020,3,4,Drama,0,1,0,1,1,0,0,2,8,1,0,6673422
508,60000000,en,8.462363999999999,1998-03-06,131,Large,1,0,1,1,1998,3,6,0,1,1,0,0,0,0,5,0,0,0,136400000,159055768,36489888,0,2,Action,11,12,18,9,4,6,5,2,19,18,2,102367405
509,60000,en,10.621362,1998-07-10,84,Short,1,1,1,1,1998,7,10,0,1,1,0,0,0,0,9,0,0,0,NULL,107217396,NULL,0,4,Drama,1,1,0,0,1,1,0,3,2,1,0,3221152
510,6500000,en,9.312354,2014-12-04,89,Short,1,0,1,1,2014,12,4,1,1,1,0,0,0,0,8,1,0,0,3003,113020255,11650,0,3,Horror,3,1,11,3,3,3,0,2,13,4,11,13865435
511,910000,en,18.211092999999998,1954-06-22,108,Medium,1,0,1,1,1954,6,22,0,1,1,0,0,0,0,6,0,0,0,NULL,NULL,NULL,1,2,Drama,1,1,1,0,1,1,0,2,2,2,0,9600000
512,22000000,en,9.863789,2017-01-19,100,Medium,1,1,1,1,2017,1,19,0,1,1,0,0,0,0,8,0,1,0,207515725,209154322,243637091,5,7,Fantasy,6,8,2,4,1,6,2,6,8,8,13,194647323
513,93,en,11.096527,2011-01-28,107,Medium,1,1,1,1,2011,1,28,0,1,1,0,0,0,0,15,1,1,1,266000000,147934180,NULL,0,3,Drama,0,0,0,0,1,0,0,2,0,0,0,2500000
514,27000000,en,8.907074,1994-09-15,99,Medium,1,0,1,1,1994,9,15,1,2,1,0,0,0,0,4,0,1,0,137298489,70136369,NULL,3,6,Action,3,1,0,2,2,1,0,1,4,1,0,101646581
515,0,en,6.6256070000000005,2016-04-08,96,Medium,1,1,1,1,2016,4,8,0,2,1,0,0,0,0,4,1,0,1,NULL,NULL,285176741,0,3,Drama,0,0,0,0,1,0,0,2,0,0,0,53447
516,12000000,en,5.875605999999999,1999-09-10,99,Medium,1,0,1,1,1999,9,10,1,1,1,0,0,0,0,17,0,1,1,355237933,NULL,44332015,0,1,Horror,0,1,0,0,1,1,0,2,2,1,0,21133087
517,2000000,ta,0.570021,2000-04-14,156,Large,0,0,1,0,2000,4,14,0,1,0,0,0,0,0,6,0,0,1,NULL,500000,NULL,1,1,Drama,0,1,2,0,1,1,0,4,1,3,0,6000000
518,15000000,en,11.853019999999999,2014-11-26,123,Large,1,1,1,1,2014,11,26,0,1,1,1,0,0,0,8,0,1,0,59908565,13204291,NULL,1,1,Drama,10,5,5,10,3,5,2,3,18,21,4,123726688
519,149000000,en,294.337037,2017-05-30,141,Large,1,1,1,1,2017,5,30,0,1,1,0,0,0,0,14,NULL,NULL,NULL,NULL,NULL,NULL,0,7,Adventure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,820580447
520,32000000,en,8.074218,2012-09-07,137,Large,1,0,1,1,2012,9,7,1,1,1,0,0,0,0,10,0,0,1,408247917,173013509,162966177,1,3,Drama,8,4,3,11,3,7,1,1,6,12,0,28258060
521,30000000,en,8.142166,2001-01-12,108,Medium,1,1,1,1,2001,1,12,0,2,1,0,0,0,0,14,0,1,0,157387195,103166989,356830601,0,4,Drama,4,1,1,1,1,1,0,1,10,1,0,18195610
522,0,en,1.380258,2014-04-24,116,Medium,1,0,1,1,2014,4,24,0,1,1,0,0,0,0,11,0,0,1,11657385,NULL,NULL,0,1,Doco,0,1,0,2,1,2,0,0,3,3,0,365522
523,10000000,en,7.412826,2014-12-24,105,Medium,1,0,1,1,2014,12,24,1,2,1,1,0,0,0,3,1,0,1,662845518,268426634,3485127,6,4,Drama,0,1,0,0,1,1,0,2,9,0,0,28883511
524,13000000,en,11.147039999999999,1956-10-05,220,Large,1,0,1,0,1956,10,5,1,1,1,0,0,0,0,9,0,0,1,NULL,NULL,1200000,0,2,Drama,5,4,2,4,5,1,0,7,2,1,0,122700000
525,0,ta,1.532894,2005-06-17,181,Large,0,0,1,0,2005,6,17,0,1,0,0,0,0,0,5,0,0,0,3,NULL,6000000,0,1,Drama,1,2,4,0,1,0,0,3,1,2,0,8500000
526,4000000,en,6.780752000000001,2011-04-09,99,Medium,1,0,1,1,2011,4,9,0,1,1,0,0,0,0,9,1,0,0,108047131,NULL,NULL,0,3,Adventure,0,1,0,1,1,0,0,2,2,1,0,25345000
527,20000000,en,8.34835,2011-07-01,109,Medium,1,0,1,1,2011,7,1,0,2,1,0,0,0,0,6,1,1,0,297138014,237681299,117719158,0,6,Adventure,2,1,0,1,2,1,1,5,11,2,0,17425000
528,62000000,en,6.258666000000001,2008-06-20,87,Short,1,1,1,1,2008,6,20,0,3,1,0,0,0,0,13,0,1,0,16757163,330579719,15309302,0,3,Comedy,2,1,0,2,1,3,0,2,4,2,0,41819064
529,78146652,en,9.097953,2009-03-19,125,Large,1,1,1,1,2009,3,19,0,2,1,0,1,1,0,1,0,1,0,158733820,363889678,294456605,1,4,Comedy,9,4,6,8,3,2,3,1,5,11,0,60000000
530,28000000,en,6.053567,2006-05-12,103,Medium,1,0,1,1,2006,5,12,0,1,1,0,0,0,0,10,1,1,0,129042871,66468332,95149435,1,3,Fantasy,4,1,0,1,1,2,0,5,7,1,0,38159905
531,4100000,en,3.826281,1953-09-16,135,Large,1,0,1,1,1953,9,16,1,1,1,0,0,0,0,2,0,1,0,NULL,NULL,NULL,0,1,Drama,4,1,0,2,1,1,0,4,1,1,0,36000000
532,0,en,6.316596,2016-10-02,117,Medium,1,1,1,0,2016,10,2,1,1,1,0,0,0,0,3,NULL,0,0,NULL,NULL,NULL,0,5,Doco,0,0,0,0,1,0,0,0,5,0,0,226286
533,18000000,en,6.41742,1986-06-06,107,Medium,1,0,1,1,1986,6,6,0,1,1,0,0,0,0,5,1,1,1,333000000,87987055,8692426,0,1,Adventure,0,0,0,0,1,0,0,2,0,0,0,9697739
534,40000000,en,9.034929,2010-07-03,107,Medium,1,0,1,1,2010,7,3,0,1,1,0,1,1,0,11,0,1,0,207515725,585349010,156822020,0,4,Adventure,12,6,5,5,3,1,4,3,9,13,2,126248813
535,4000000,en,4.661689,2007-09-20,105,Medium,1,1,1,1,2007,9,20,1,3,1,0,0,0,0,10,0,0,0,876688482,NULL,NULL,0,2,Drama,0,1,0,0,1,1,0,2,3,0,0,46474
536,45000000,en,11.221186,2008-09-15,160,Large,1,0,1,0,2008,9,15,1,2,1,0,0,0,0,6,0,0,0,63215872,75781642,230884728,4,4,Drama,0,1,0,1,1,0,0,2,6,1,0,9323833
537,3000000,en,0.527297,2002-08-01,113,Medium,1,0,1,0,2002,8,1,1,1,1,0,0,0,0,4,0,NULL,NULL,141407024,NULL,NULL,0,NULL,Comedy,0,1,0,0,2,0,0,0,5,2,0,19184015
538,75000000,en,13.249823999999998,1996-06-06,136,Large,1,0,1,1,1996,6,6,0,1,1,0,0,0,0,6,0,0,0,474171806,41382841,355237933,1,2,Adventure,2,2,1,2,3,1,0,3,7,8,1,335062621
539,48000000,en,14.788986999999999,1989-05-24,127,Large,1,1,1,1,1989,5,24,0,1,1,0,0,0,0,18,0,0,0,333000000,141195658,50750000,2,2,Adventure,4,3,12,4,2,2,0,4,9,4,2,474171806
540,0,en,4.3981699999999995,2011-04-22,87,Short,1,1,1,1,2011,4,22,0,1,1,0,0,0,0,3,0,0,0,NULL,217764291,NULL,0,1,Comedy,0,0,0,0,1,0,0,1,0,0,0,621951
541,150000000,en,11.30428,2015-09-24,111,Medium,1,0,1,1,2015,9,24,1,1,1,0,0,0,0,7,0,0,0,NULL,400062763,459359555,2,4,Adventure,1,2,0,1,2,2,0,2,6,5,1,128388320
542,6900000,en,6.8652,1993-09-24,102,Medium,1,0,1,1,1993,9,24,1,1,1,0,0,0,0,9,0,0,1,NULL,NULL,NULL,0,3,Drama,0,1,0,0,1,1,0,1,3,1,0,7993039
543,65000000,en,11.023042,1998-11-13,100,Medium,1,0,1,1,1998,11,13,0,1,1,0,0,0,0,17,1,0,0,125586134,125586134,13071518,1,3,Horror,12,6,12,8,3,3,4,2,11,12,5,40002112
544,79000000,en,29.423537,2002-12-18,179,Large,1,1,1,1,2002,12,18,1,2,1,0,0,0,0,15,0,0,0,871368364,871368364,871368364,2,3,Adventure,8,1,2,2,1,2,0,4,12,2,2,926287400
545,8000000,en,0.537378,1969-01-01,149,Large,1,0,1,1,1969,1,1,0,1,1,0,0,0,0,7,1,0,0,7000000,NULL,NULL,0,1,Drama,0,1,0,1,1,1,0,4,1,1,0,20000000
546,5800000,en,0.906143,2006-09-01,95,Medium,1,1,1,0,2006,9,1,1,1,1,0,0,0,0,4,0,NULL,0,96105964,NULL,157387195,0,3,Adventure,3,2,2,6,2,2,0,1,9,1,0,7000000
547,30000000,en,11.066473,2002-12-13,125,Large,1,0,1,1,2002,12,13,1,1,1,0,0,0,0,7,0,1,1,243240178,52322400,61489265,0,2,Drama,4,1,0,9,2,1,0,2,4,1,1,105834556
548,3500000,en,5.732016000000001,1990-05-03,93,Short,1,0,1,1,1990,5,3,0,1,1,0,0,0,0,13,1,0,0,2120439,NULL,1108462,0,3,Fantasy,2,1,4,0,1,1,0,4,5,5,0,16324573
549,9000000,en,10.182974,2016-10-20,99,Medium,1,1,1,1,2016,10,20,1,1,1,0,0,0,0,8,1,1,1,709827462,44030246,NULL,2,5,Horror,0,0,0,0,1,0,0,2,0,0,0,81705746
550,0,en,0.769595,2005-09-15,180,Large,1,1,1,0,2005,9,15,1,1,1,0,0,0,0,3,0,0,0,NULL,NULL,NULL,2,NULL,Doco,0,0,0,0,1,0,0,0,0,0,0,238073
551,13000000,en,9.142772,2002-09-09,81,Short,1,0,1,1,2002,9,9,1,1,1,0,0,0,0,3,0,0,0,358372926,243240178,152036382,6,1,Drama,2,2,0,1,2,1,0,1,2,1,0,97837138
552,49000000,en,30.206365,2015-03-04,120,Large,1,1,1,1,2015,3,4,0,3,1,0,0,0,0,5,0,0,0,758539785,3003,NULL,2,8,Action,6,5,4,4,2,2,0,2,6,9,10,104399548
553,40000000,en,10.939066,2003-11-21,98,Medium,1,1,1,1,2003,11,21,0,1,1,0,0,0,0,8,1,0,0,431971116,102367405,239606210,0,3,Horror,10,10,21,8,5,7,6,2,24,18,6,141591324
554,0,en,4.769347,1993-03-05,96,Medium,1,0,1,1,1993,3,5,0,1,1,0,0,0,0,6,0,1,0,152368585,NULL,215394738,0,2,Drama,0,1,0,0,1,2,0,1,3,1,0,11081586
555,14500000,ja,9.298092,2001-05-26,108,Medium,0,0,1,1,2001,5,26,0,1,1,1,1,1,1,8,0,0,0,NULL,NULL,NULL,0,12,Animation,0,1,0,0,1,0,0,2,3,1,0,95789342
556,0,en,4.854436,1932-04-09,90,Short,1,0,1,1,1932,4,9,0,1,1,0,0,0,0,13,0,1,1,NULL,NULL,2227000,0,2,Adventure,1,3,2,0,2,3,0,5,3,3,0,600000
557,0,en,0.23999299999999998,2014-03-06,112,Medium,1,1,1,1,2014,3,6,0,1,1,0,0,0,0,8,1,0,1,1025491110,7847000,46216641,1,1,Adventure,2,3,2,2,1,1,0,2,6,6,2,4878242
558,8500000,en,5.590678,2013-09-27,96,Medium,1,0,1,1,2013,9,27,1,1,1,0,0,0,0,0,1,0,0,694713380,287553595,230884728,0,1,Comedy,2,2,1,1,2,3,1,2,7,2,0,22456509
559,23000000,en,7.528275999999999,2016-02-26,106,Medium,1,1,1,1,2016,2,26,0,3,1,0,0,0,0,9,0,0,0,1822250,459359555,285176741,0,4,Drama,0,0,0,0,1,1,0,2,5,0,0,46152411
560,2700000,en,10.246132000000001,1979-10-17,118,Medium,1,0,1,1,1979,10,17,1,1,1,0,0,0,0,9,0,0,1,NULL,NULL,NULL,0,1,Adventure,2,1,0,0,1,1,0,4,3,1,0,37799643
561,0,en,1.282833,2007-10-05,98,Medium,1,1,1,1,2007,10,5,1,1,1,0,0,0,0,2,0,0,0,NULL,NULL,NULL,1,2,Drama,0,0,0,0,1,0,0,1,0,0,0,16136
562,0,en,12.34835,2013-08-23,96,Medium,1,1,1,1,2013,8,23,1,1,1,0,0,0,0,13,1,0,1,NULL,22921898,NULL,0,2,Drama,2,1,0,0,1,1,0,1,10,1,0,1600000
563,75000000,en,11.134888,2004-02-13,99,Medium,1,0,1,1,2004,2,13,0,1,1,0,0,0,0,5,0,1,0,195745823,84565230,159055768,2,4,Comedy,16,10,18,12,5,4,3,2,18,17,3,196482882
564,20000000,en,8.066726,2015-10-02,100,Medium,1,1,1,1,2015,10,2,1,1,1,1,0,0,0,11,0,1,1,773328629,13395939,301000000,0,3,Drama,4,1,0,0,1,1,0,2,14,1,0,36606743
565,0,es,0.6996680000000001,1984-11-09,120,Large,0,0,1,0,1984,11,9,0,1,0,0,0,1,0,8,0,0,1,1334173,NULL,1334173,3,1,Drama,1,1,0,0,3,1,0,3,1,2,0,930349
566,0,en,3.9395569999999998,2009-11-27,101,Medium,1,0,1,0,2009,11,27,0,1,1,0,0,1,0,2,0,0,1,NULL,NULL,NULL,0,NULL,Comedy,0,0,0,0,1,0,0,1,0,0,0,81010
567,12000000,en,4.73816,1960-10-23,167,Large,1,0,1,1,1960,10,23,1,1,1,0,0,1,0,5,0,0,0,9012000,NULL,NULL,0,3,Adventure,1,1,1,0,1,1,0,1,4,1,0,7900000
568,40000000,en,6.322435,2012-01-26,91,Short,1,1,1,1,2012,1,26,0,1,1,0,0,0,0,6,1,0,0,219076518,NULL,NULL,0,2,Action,1,2,1,0,2,1,0,4,7,1,0,36893721
569,12000000,en,10.159713,2017-04-20,100,Medium,1,0,1,0,2017,4,20,0,1,1,0,0,0,0,2,1,1,0,226497209,219076518,NULL,0,1,Drama,10,9,4,13,5,6,2,2,9,9,2,17768012
570,18000000,en,4.29831,1986-06-13,118,Medium,1,0,1,1,1986,6,13,0,1,1,0,0,0,0,11,0,0,1,40400657,NULL,51973029,0,1,Thriller,2,1,0,0,1,1,0,2,3,1,0,3900000
571,5000000,en,17.656951,2002-10-31,113,Medium,1,0,1,1,2002,10,31,1,1,1,0,0,1,0,19,0,1,0,NULL,NULL,NULL,1,2,Horror,6,4,6,2,2,2,0,2,2,10,0,82719885
572,7000000,en,11.00913,2003-04-11,89,Short,1,1,1,1,2003,4,11,0,1,1,0,0,0,0,6,0,0,1,116019547,8247943,NULL,0,2,Horror,12,10,18,7,4,5,5,2,15,10,0,16829545
